id	first_name	last_name	gender
595847	Amanda	De Cadenet	F
635230	Valeria	Golino	F
639885	Kathy	Griffin	F
649455	Salma	Hayek	F
704821	Rikee	Madoff	F
715590	Unruly Julie	McClean	F
717432	Lana	McKissack	F
776475	Laura (I)	Rush	F
794051	Ione	Skye	F
809683	Lili	Taylor	F
814398	Marisa	Tomei	F
814439	Tamlyn	Tomita	F
827280	Patricia	Vonne	F
837678	Alicia	Witt	F
292028	Michael (I)	Madsen	M
52978	Michael (I)	Bowen	M
113561	Robert	De Niro	M
115670	Jeffrey	Deedrick	M
155904	Robert (I)	Forster	M
192290	Sid	Haig	M
225014	Samuel L.	Jackson	M
242194	Michael	Keaton	M
280645	Tom 'Tiny'	Lister Jr.	M
296441	Gary	Mann	M
342704	Roy	Nesvold	M
481295	Chris (I)	Tucker	M
511530	Ellis	Williams	M
512863	Herbert Hans	Wilmsen	M
534709	Tangie	Ambrose	F
553121	Michelle	Berube	F
563043	Candice	Briere	F
589246	Denise	Crosby	F
613869	Julia	Ervin	F
621910	Bridget	Fonda	F
637479	Aimee	Graham	F
639803	Pam	Grier	F
645258	Lisa Gay	Hamilton	F
674219	Renee (II)	Kelly	F
675497	T'Keyah Crystal	Keymáh	F
699105	Juliet	Long	F
700526	Laura	Lovelace	F
702376	Christine	Lydon	F
714657	Colleen	Mayne	F
716971	Elizabeth	McInerney	F
819400	Diana	Uribe	F
820312	Venessia	Valentino	F
830721	Gillian Iliana	Waters	F
837246	Hattie	Winston	F
74449	David	Carradine	M
84199	Sonny	Chiba	M
106131	Goro	Daimon	M
216347	Xiaohui	Hu	M
249940	Kazuki	Kitamura	M
260069	Jun	Kunimura	M
260427	Michael	Kuroiwa	M
260737	Naomi	Kusumi	M
280984	Chia Hui	Liu	M
284742	Jonathan	Loughran	M
299922	Akaji	Maro	M
319868	Hikaru	Midorikawa	M
330833	Yoshiyuki	Morishita	M
341985	Christopher Allen	Nelson	M
352931	Kenji	Ohba	M
363245	James	Parks	M
363257	Michael (I)	Parks	M
378578	Stevo	Polyi	M
420990	Sakichi	Satô	M
435415	Tetsuro	Shimaguchi	M
459441	Shun	Sugata	M
464802	Issei	Takahashi	M
465932	Yoji	Tanaka	M
519687	Satoshi	Yamanaka	M
525594	Zhang Jin	Zhan	M
606682	Julie	Dreyfus	F
623535	Vivica A.	Fox	F
626150	Sachiko	Fujii	F
626225	Ronnie Yoshiko	Fujiyama	F
646020	Daryl	Hannah	F
673153	Yuki	Kazamatsuri	F
673865	Ambrosia	Kelley	F
683804	Chiaki	Kuriyama	F
697645	Lucy	Liu	F
704920	Ai (III)	Maeda	F
706956	Julie	Manase	F
812916	Uma	Thurman	F
817238	Shu Lan	Tuan	F
840317	Yoshiko	Yamaguchi	F
43802	Larry	Bishop	M
88326	William Paul	Clark	M
127373	Al Manuel	Douglas	M
319795	Clark	Middleton	M
438134	Jorge (II)	Silva	M
461413	Bo	Svenson	M
549030	Reda	Beebe	F
557743	Citlati Guadalupe	Bojorquez	F
575732	Laura	Cayouette	F
589608	Lucia	Cruz Marroquin	F
596738	Maria	de Lourdes Lombera	F
599020	Maria	Del Rosario Gutiérrez	F
613315	Jeannie	Epper	F
645886	Perla	Haney-Jardine	F
673358	Caitlin	Keats	F
676314	Helen (IV)	Kim	F
701044	Vicki	Lucai	F
711529	Veronica Janet	Martinez	F
727540	Stephanie L.	Moore	F
745520	Sonia Angelica	Padilla Curiel	F
773694	Thea	Rose	F
778957	Graciela	Salazar Mendoza	F
791868	Patricia	Silva	F
795587	Claire	Smithies	F
800701	Shana	Stein	F
166978	Allen	Garfield	M
193995	Craig	Hamann	M
197619	Al	Harrell	M
417719	Alan	Sanborn	M
482416	Rich	Turner	M
498580	Rowland	Wafford	M
654019	Brenda	Hillhouse	F
673070	Linda	Kaye	F
7817	Carl (I)	Allen	M
17433	Alexis	Arquette	M
45243	Don	Blakely	M
65536	Steve	Buscemi	M
87969	Eric (I)	Clark	M
173104	Michael	Gilden	M
183894	Peter (I)	Greene	M
207426	Stephen	Hibbert	M
210153	Jerome Patrick	Hoban	M
242760	Harvey	Keitel	M
264162	Phil	LaMarr	M
279222	Chandler	Lindauer	M
362817	Brad (I)	Parker	M
374784	Joseph	Pilato	M
396528	Ving	Rhames	M
412573	Robert	Ruth	M
434562	Sy	Sher	M
436214	Gary	Shorelle	M
441022	Emil	Sitka	M
452838	Burr	Steers	M
456313	Eric	Stoltz	M
478676	John	Travolta	M
499566	Christopher	Walken	M
507903	Frank	Whaley	M
508288	Duane	Whitaker	M
539150	Rosanna	Arquette	F
596862	Maria	de Medeiros	F
627760	Bronagh	Gallagher	F
640057	Susan	Griffiths	F
667689	Angela (I)	Jones	F
694110	Lorelei	Leslie	F
712086	Karen	Maruyama	F
756056	Amanda	Plummer	F
782153	Ani	Sava	F
806043	Julia	Sweeney	F
25743	Kirk	Baltz	M
59227	Randy (I)	Brooks	M
63695	Edward	Bunker	M
97566	Tony	Cosmo	M
368399	Chris (I)	Penn	M
447813	Michael	Sottile	M
452774	David (I)	Steen	M
473634	Lawrence	Tierney	M
518086	Steven (I)	Wright	M
575999	Suzanne	Celeste	F
688902	Laurie	Latham	F
803695	Maria	Strova	F
